Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Assay	Annotation	Action	Modification	Source	Reference	Note
SLA1	YBL007C	RPL38	YLR325C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	RPL6B	YLR448W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	RPS11A	YDR025W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	RPS14B	YJL191W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	STM1	YLR150W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	SYP1	YCR030C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA1	YBL007C	LSB3	YFR024C-A	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLA2	YNL243W	LAS17	YOR181W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLM3	YDL033C	HSP60	YLR259C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLM3	YDL033C	YGL039W	YGL039W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	PSE1	YMR308C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	RRP12	YPL012W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	PSE1	YMR308C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	RPS4A	YJR145C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	RPS0A	YGR214W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SLX9	YGR081C	URA2	YJL130C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	LUC7	YDL087C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU56	YDR240C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP3	YDR473C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	BRR2	YER172C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CBC2	YPL178W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	YJR084W	YJR084W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CUS1	YMR240C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	DIB1	YPR082C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	HSH155	YMR288W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	HSH49	YOR319W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	LEA1	YPL213W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	LUC7	YDL087C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	MSL1	YIR009W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	NAM8	YHR086W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PAB1	YER165W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP11	YDL043C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP21	YJL203W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP31	YGR091W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP39	YML046W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP4	YPR178W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP40	YKL012W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP42	YDR235W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP8	YHR165C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP9	YDL030W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	RSE1	YML049C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SMD1	YGR074W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SMD2	YLR275W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNP1	YIL061C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNT309	YPR101W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU114	YKL173W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU23	YDL098C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU71	YGR013W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	STO1	YMR125W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	TIF4631	YGR162W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	YHC1	YLR298C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SPP382	YLR424W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	BRR2	YER172C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU71	YGR013W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SMD1	YGR074W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP31	YGR091W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	NAM8	YHR086W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP8	YHR165C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP40	YKL012W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SNU114	YKL173W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	YHC1	YLR298C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SPP382	YLR424W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CUS1	YMR240C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	LEA1	YPL213W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CLF1	YLR117C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CWC23	YGL128C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SEH1	YGL100W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	SYF1	YDR416W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	LSM4	YER112W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	CDC33	YOL139C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	PRP43	YGL120C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMB1	YER029C	ASC1	YMR116C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC1	YFL008W	SMC3	YJL074C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC1	YFL008W	SMC3	YJL074C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC1	YFL008W	RNR2	YJL026W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC1	YFL008W	PWP1	YLR196W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC3	YJL074C	EFT1	YOR133W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC3	YJL074C	NOP12	YOL041C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC3	YJL074C	RPL13B	YMR142C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC3	YJL074C	RPL20A	YMR242C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMC3	YJL074C	RPL3	YOR063W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	LEA1	YPL213W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	PRP21	YJL203W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	PRP31	YGR091W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	PRP39	YML046W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	SMD3	YLR147C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	YHC1	YLR298C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD1	YGR074W	STO1	YMR125W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	YHC1	YLR298C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	STO1	YMR125W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	CBC2	YPL178W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	LEA1	YPL213W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	CEF1	YMR213W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD2	YLR275W	LSM7	YNL147W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD3	YLR147C	STO1	YMR125W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD3	YLR147C	CUS1	YMR240C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMD3	YLR147C	LEA1	YPL213W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	FAP1	YNL023C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPL17B	YJL177W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPL2A	YFR031C-A	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPL5	YPL131W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPP0	YLR340W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPS0A	YGR214W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPS22A	YJL190C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	RPS22B	YLR367W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SMU2	YIL161W	FAP1	YNL023C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF1	YDR477W	SIP2	YGL208W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF1	YDR477W	SNF4	YGL115W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF1	YDR477W	SNF4	YGL115W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF1	YDR477W	SIP2	YGL208W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF11	YDR073W	SNF2	YOR290C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF11	YDR073W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF11	YDR073W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF12	YNR023W	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF2	YOR290C	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF2	YOR290C	ARP7	YPR034W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF4	YGL115W	SIP2	YGL208W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	ARP9	YMR033W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SNF12	YNR023W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SNF2	YOR290C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SNF6	YHL025W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	VPS1	YKR001C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SWP82	YFL049W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SNF11	YDR073W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SNF6	YHL025W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	YAP1	YML007W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	ARP9	YMR033W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF5	YBR289W	ABF2	YMR072W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	ARP7	YPR034W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	ARP9	YMR033W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	RTT102	YGR275W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SNF11	YDR073W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SNF12	YNR023W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SNF2	YOR290C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	TAF14	YPL129W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	VPS1	YKR001C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SWI3	YJL176C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	SWI1	YPL016W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNF6	YHL025W	KAP95	YLR347C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	LUC7	YDL087C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	PRP42	YDR235W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	SNU56	YDR240C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	SNU71	YGR013W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	TIF4631	YGR162W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	LUC7	YDL087C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	PRP39	YML046W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	PRP40	YKL012W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	PRP42	YDR235W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	SNU56	YDR240C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	SNU71	YGR013W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	STO1	YMR125W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	PRP40	YKL012W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	YHC1	YLR298C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	STO1	YMR125W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNP1	YIL061C	CBC2	YPL178W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNT1	YCR033W	CPR1	YDR155C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
SNT1	YCR033W	HOS2	YGL194C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
